"Source";"Target";"Type";"Weight"
16544;28852;"Undirected";1
10378;3077;"Undirected";1
28291;11672;"Undirected";1
20294;31943;"Undirected";5
1534;13364;"Undirected";2
30610;20266;"Undirected";5
1800;27832;"Undirected";8
3796;1680;"Undirected";2
7991;13665;"Undirected";2
28030;16544;"Undirected";1
21432;26140;"Undirected";2
1809;29010;"Undirected";1
36045;17668;"Undirected";14
2077;29332;"Undirected";1
13818;24676;"Undirected";1
21350;32562;"Undirected";3
9242;7238;"Undirected";2
22528;5961;"Undirected";1
8984;32188;"Undirected";3
17399;2364;"Undirected";1
4369;36463;"Undirected";9
6437;30697;"Undirected";13
6270;31841;"Undirected";1
9130;34875;"Undirected";2
32289;25597;"Undirected";1
2474;33207;"Undirected";2
26857;5504;"Undirected";19
13424;644;"Undirected";3
11986;30138;"Undirected";2
29920;740;"Undirected";3
12295;34695;"Undirected";3
24690;3192;"Undirected";2
20122;14349;"Undirected";4
13668;29052;"Undirected";1
3058;13473;"Undirected";1
5030;13947;"Undirected";2
26671;26194;"Undirected";1
35580;31869;"Undirected";1
12520;5969;"Undirected";3
24856;33900;"Undirected";2
6509;18759;"Undirected";1
26232;19736;"Undirected";3
26752;18003;"Undirected";6
11914;20266;"Undirected";4
1349;36621;"Undirected";1
1809;9825;"Undirected";1
2274;19028;"Undirected";1
1448;32895;"Undirected";4
4576;27038;"Undirected";1
29279;14194;"Undirected";1
614;10653;"Undirected";1
7832;17454;"Undirected";1
14251;17454;"Undirected";2
23658;21825;"Undirected";2
35580;25715;"Undirected";3
13665;35794;"Undirected";1
6437;22302;"Undirected";3
31760;8855;"Undirected";2
20206;7991;"Undirected";1
23658;35942;"Undirected";4
32544;25193;"Undirected";9
16604;30469;"Undirected";2
30443;34795;"Undirected";1
33247;24082;"Undirected";2
36383;16996;"Undirected";3
18677;562;"Undirected";1
13238;31043;"Undirected";2
18391;23492;"Undirected";2
35745;26072;"Undirected";1
36344;33886;"Undirected";1
9130;22528;"Undirected";4
8258;23623;"Undirected";4
21735;26688;"Undirected";2
30798;21463;"Undirected";1
24324;631;"Undirected";2
37520;8391;"Undirected";3
19785;631;"Undirected";2
7984;13364;"Undirected";7
1295;26549;"Undirected";1
33388;19219;"Undirected";2
32188;19523;"Undirected";1
13124;35745;"Undirected";6
32289;29920;"Undirected";6
14127;1680;"Undirected";2
23113;30138;"Undirected";1
1282;37518;"Undirected";1
7578;30057;"Undirected";1
26140;37290;"Undirected";5
30610;3512;"Undirected";3
6437;28751;"Undirected";4
5504;5961;"Undirected";3
33207;26549;"Undirected";3
21735;120;"Undirected";3
7238;267;"Undirected";1
17621;25715;"Undirected";7
19523;5961;"Undirected";1
27419;267;"Undirected";1
26100;32690;"Undirected";1
17399;35942;"Undirected";1
23450;2193;"Undirected";1
8339;36463;"Undirected";1
9647;36045;"Undirected";6
3512;31495;"Undirected";3
30573;35745;"Undirected";1
35580;36536;"Undirected";1
28475;30201;"Undirected";7
13293;2154;"Undirected";1
20122;13933;"Undirected";5
11150;8339;"Undirected";1
26194;5030;"Undirected";2
12326;26742;"Undirected";1
33482;35374;"Undirected";2
37497;8783;"Undirected";1
28124;2922;"Undirected";1
614;14621;"Undirected";1
30610;4576;"Undirected";2
33388;1534;"Undirected";2
32026;28852;"Undirected";3
19760;18759;"Undirected";2
929;2776;"Undirected";1
25971;27134;"Undirected";1
30258;16544;"Undirected";3
36353;37368;"Undirected";1
15640;16265;"Undirected";1
6103;28293;"Undirected";1
3055;11675;"Undirected";2
21871;30810;"Undirected";1
9651;21535;"Undirected";34
3077;29052;"Undirected";3
11638;22694;"Undirected";6
7991;20477;"Undirected";1
9497;11490;"Undirected";5
13266;13364;"Undirected";1
11675;2643;"Undirected";1
28740;36536;"Undirected";1
1800;15475;"Undirected";9
13818;22303;"Undirected";4
690;9242;"Undirected";2
30613;19419;"Undirected";1
26941;31633;"Undirected";1
36710;9420;"Undirected";4
28124;7674;"Undirected";6
6820;562;"Undirected";2
6437;10179;"Undirected";4
4597;14008;"Undirected";2
36353;21614;"Undirected";1
27162;35787;"Undirected";6
14176;4418;"Undirected";1
15565;11490;"Undirected";4
21825;16008;"Undirected";6
35146;36785;"Undirected";1
10011;35942;"Undirected";2
17855;3089;"Undirected";1
5610;37324;"Undirected";1
614;35580;"Undirected";2
29721;13364;"Undirected";2
2776;35773;"Undirected";1
10179;35580;"Undirected";1
31341;11738;"Undirected";1
572;25641;"Undirected";1
26742;3192;"Undirected";3
2776;30469;"Undirected";1
26857;18621;"Undirected";1
27038;24860;"Undirected";1
11264;16544;"Undirected";1
10799;28852;"Undirected";2
614;20427;"Undirected";3
1571;16544;"Undirected";1
33207;23492;"Undirected";5
18578;24006;"Undirected";2
6633;17454;"Undirected";1
11933;29920;"Undirected";2
13933;26549;"Undirected";2
32544;35794;"Undirected";1
5697;9497;"Undirected";3
30229;11559;"Undirected";4
3796;18684;"Undirected";3
9228;24806;"Undirected";1
33207;30528;"Undirected";4
16744;29010;"Undirected";1
33388;31869;"Undirected";1
7908;37368;"Undirected";2
22302;31841;"Undirected";1
20122;1448;"Undirected";1
31999;25715;"Undirected";4
6041;24856;"Undirected";1
17212;26857;"Undirected";1
22760;25796;"Undirected";7
11264;10011;"Undirected";1
36852;29738;"Undirected";3
1743;27832;"Undirected";1
22894;4909;"Undirected";4
5251;36621;"Undirected";2
8855;20294;"Undirected";1
13238;4838;"Undirected";1
2776;28852;"Undirected";3
1571;3758;"Undirected";1
37346;31043;"Undirected";1
21350;562;"Undirected";1
1498;22783;"Undirected";2
10539;11638;"Undirected";1
32985;13238;"Undirected";1
25971;16265;"Undirected";3
14097;13665;"Undirected";1
2776;22694;"Undirected";3
6536;30416;"Undirected";4
35826;34695;"Undirected";4
5030;30697;"Undirected";1
6679;34695;"Undirected";3
21784;33886;"Undirected";1
6536;36344;"Undirected";1
32188;11559;"Undirected";12
12988;25193;"Undirected";2
23658;12988;"Undirected";7
28191;4293;"Undirected";1
7623;8783;"Undirected";5
24007;23297;"Undirected";2
13818;8785;"Undirected";12
31165;432;"Undirected";1
3089;28293;"Undirected";1
14327;1258;"Undirected";3
29895;33900;"Undirected";2
15640;37312;"Undirected";6
30416;34544;"Undirected";2
33388;16996;"Undirected";1
22684;29658;"Undirected";8
30201;24860;"Undirected";5
17596;1448;"Undirected";1
481;11738;"Undirected";1
19219;34959;"Undirected";1
20477;32690;"Undirected";8
23450;37518;"Undirected";1
17399;7623;"Undirected";1
23477;36621;"Undirected";7
14176;28293;"Undirected";14
37324;13912;"Undirected";1
36010;34544;"Undirected";2
20668;16544;"Undirected";1
37064;30648;"Undirected";3
21784;1991;"Undirected";1
37000;7832;"Undirected";1
11933;30788;"Undirected";2
15850;22684;"Undirected";20
24860;13473;"Undirected";1
25398;12520;"Undirected";2
7984;25575;"Undirected";2
28618;13979;"Undirected";1
36710;35146;"Undirected";4
1618;3077;"Undirected";3
10799;27134;"Undirected";2
32985;37290;"Undirected";1
22760;21148;"Undirected";1
24026;25971;"Undirected";4
36785;25715;"Undirected";1
19785;12825;"Undirected";1
34795;24696;"Undirected";2
10378;30416;"Undirected";1
2274;31869;"Undirected";1
23450;31999;"Undirected";1
34791;26194;"Undirected";1
30613;24178;"Undirected";1
21979;19736;"Undirected";1
29861;16008;"Undirected";1
16012;20427;"Undirected";1
23658;24618;"Undirected";2
11914;28124;"Undirected";2
19736;36852;"Undirected";1
32502;7730;"Undirected";2
1979;21463;"Undirected";3
36344;562;"Undirected";1
24860;26895;"Undirected";1
690;432;"Undirected";4
14112;30416;"Undirected";3
25028;28852;"Undirected";1
17855;25715;"Undirected";1
1282;12256;"Undirected";4
32514;29658;"Undirected";5
15912;11490;"Undirected";1
10799;1498;"Undirected";1
30443;28852;"Undirected";5
31165;31495;"Undirected";2
32544;14531;"Undirected";3
13293;15850;"Undirected";5
16973;21849;"Undirected";1
12659;22311;"Undirected";1
9242;28958;"Undirected";1
9130;27890;"Undirected";1
28030;120;"Undirected";1
7938;8458;"Undirected";1
18325;36852;"Undirected";1
35231;24676;"Undirected";1
17420;22606;"Undirected";1
32985;21463;"Undirected";2
18684;16744;"Undirected";2
1424;12679;"Undirected";4
33523;20477;"Undirected";4
30528;16008;"Undirected";4
19886;644;"Undirected";2
23163;16544;"Undirected";2
13933;3192;"Undirected";8
1295;19419;"Undirected";1
33482;12256;"Undirected";1
13897;28475;"Undirected";1
11526;20427;"Undirected";3
19785;27038;"Undirected";1
20122;26754;"Undirected";2
29718;32514;"Undirected";5
31924;29889;"Undirected";1
17962;8783;"Undirected";1
33482;31341;"Undirected";2
32585;26232;"Undirected";1
22963;11986;"Undirected";1
3758;3512;"Undirected";6
15475;28852;"Undirected";6
13818;2193;"Undirected";1
28618;14725;"Undirected";1
32896;28191;"Undirected";2
2221;614;"Undirected";3
13424;4369;"Undirected";1
21463;17054;"Undirected";2
16744;31043;"Undirected";1
5504;36463;"Undirected";36
17054;16008;"Undirected";3
29205;29738;"Undirected";2
21535;22783;"Undirected";4
27012;11264;"Undirected";4
36511;34875;"Undirected";1
30610;562;"Undirected";1
21849;29010;"Undirected";60
11933;36010;"Undirected";1
13238;13473;"Undirected";1
6536;5030;"Undirected";2
20477;20733;"Undirected";9
6326;10179;"Undirected";1
30258;30416;"Undirected";2
6437;36010;"Undirected";1
18763;5969;"Undirected";3
9420;11490;"Undirected";5
31185;8783;"Undirected";19
34969;22334;"Undirected";1
30616;10528;"Undirected";1
9757;19272;"Undirected";1
17621;30697;"Undirected";1
34959;740;"Undirected";2
24026;11821;"Undirected";1
26072;11490;"Undirected";2
26933;9420;"Undirected";3
37064;33482;"Undirected";9
11909;22694;"Undirected";1
13668;3192;"Undirected";2
19785;33523;"Undirected";3
28217;22694;"Undirected";2
32895;7481;"Undirected";9
4375;24006;"Undirected";1
1618;26895;"Undirected";1
4943;20427;"Undirected";1
14531;12119;"Undirected";1
4965;14112;"Undirected";6
28618;6633;"Undirected";1
10808;644;"Undirected";1
33247;31999;"Undirected";8
3758;9420;"Undirected";2
7578;29465;"Undirected";1
7908;11490;"Undirected";2
14176;32026;"Undirected";1
36165;15775;"Undirected";1
30504;13238;"Undirected";1
37520;13364;"Undirected";3
24774;21530;"Undirected";2
11150;15565;"Undirected";2
35773;17668;"Undirected";1
11179;37000;"Undirected";3
9228;2776;"Undirected";3
1258;30201;"Undirected";1
37000;5961;"Undirected";2
1800;6270;"Undirected";1
14176;19272;"Undirected";1
17596;34875;"Undirected";2
7938;37518;"Undirected";1
6820;7984;"Undirected";2
29279;7422;"Undirected";1
614;28293;"Undirected";1
29129;26072;"Undirected";1
25796;7422;"Undirected";4
32289;10808;"Undirected";1
13293;23163;"Undirected";2
26941;25641;"Undirected";1
13709;6633;"Undirected";1
3199;22963;"Undirected";4
3512;7481;"Undirected";4
33482;35146;"Undirected";4
15565;32690;"Undirected";5
9651;24860;"Undirected";6
21577;29658;"Undirected";3
32544;29332;"Undirected";1
6679;27134;"Undirected";3
18325;24618;"Undirected";1
36383;12520;"Undirected";5
26651;7173;"Undirected";1
31050;20266;"Undirected";4
9130;12922;"Undirected";1
21350;26933;"Undirected";1
25321;24178;"Undirected";1
37064;28291;"Undirected";1
4249;32355;"Undirected";6
16604;4369;"Undirected";1
16744;9825;"Undirected";2
25633;4576;"Undirected";1
14112;1498;"Undirected";10
26941;10838;"Undirected";1
5504;30469;"Undirected";8
9228;30138;"Undirected";2
740;30057;"Undirected";3
10011;29738;"Undirected";1
16924;16673;"Undirected";1
21350;10780;"Undirected";1
24026;3077;"Undirected";2
32289;28852;"Undirected";7
14349;37324;"Undirected";2
27832;8458;"Undirected";1
7730;26895;"Undirected";1
35374;11675;"Undirected";1
8855;10528;"Undirected";4
30788;18677;"Undirected";1
32355;4375;"Undirected";1
15725;21530;"Undirected";1
26752;31869;"Undirected";2
35826;562;"Undirected";3
20427;27038;"Undirected";3
1349;27038;"Undirected";2
17212;33482;"Undirected";11
24690;13473;"Undirected";1
13266;7832;"Undirected";1
13912;13940;"Undirected";2
37346;8215;"Undirected";3
8258;28978;"Undirected";4
36212;644;"Undirected";5
9927;31495;"Undirected";1
14349;5794;"Undirected";1
26728;9647;"Undirected";3
4418;28293;"Undirected";3
2221;19028;"Undirected";1
6326;2364;"Undirected";1
17762;25193;"Undirected";1
36353;31999;"Undirected";3
2364;6369;"Undirected";1
1498;2643;"Undirected";1
26140;9603;"Undirected";2
16540;32514;"Undirected";3
15999;22445;"Undirected";1
21577;16996;"Undirected";1
7012;3199;"Undirected";9
614;9651;"Undirected";2
30788;11638;"Undirected";2
13424;32896;"Undirected";4
30201;15850;"Undirected";15
7012;35580;"Undirected";1
6536;18003;"Undirected";2
36710;3512;"Undirected";8
9130;28475;"Undirected";3
27162;2364;"Undirected";1
29513;7991;"Undirected";1
1979;31633;"Undirected";1
32502;25715;"Undirected";8
249;13473;"Undirected";2
11526;31918;"Undirected";1
17596;29861;"Undirected";1
2221;5961;"Undirected";1
36852;249;"Undirected";4
26420;1282;"Undirected";4
29010;7730;"Undirected";14
34544;15775;"Undirected";2
13408;25796;"Undirected";2
27419;29539;"Undirected";8
8449;35580;"Undirected";2
36212;3410;"Undirected";4
37142;32140;"Undirected";5
17399;19419;"Undirected";5
30788;13364;"Undirected";6
17925;1349;"Undirected";2
2193;32895;"Undirected";1
37520;2364;"Undirected";3
23658;22334;"Undirected";1
37290;14176;"Undirected";1
30528;7908;"Undirected";6
36507;31759;"Undirected";1
24249;30573;"Undirected";2
2959;13979;"Undirected";1
31761;16544;"Undirected";1
19886;12922;"Undirected";1
26420;4838;"Undirected";1
4249;34544;"Undirected";18
30697;36463;"Undirected";2
9093;30810;"Undirected";2
31759;25715;"Undirected";1
24806;22694;"Undirected";6
926;36165;"Undirected";1
1347;249;"Undirected";1
13238;13905;"Undirected";45
23297;1448;"Undirected";2
4639;7984;"Undirected";1
8630;32026;"Undirected";2
5610;30798;"Undirected";1
31918;16744;"Undirected";1
7012;9651;"Undirected";1
22684;9831;"Undirected";2
22760;35942;"Undirected";1
26688;28751;"Undirected";2
1800;5251;"Undirected";4
5030;11490;"Undirected";5
32289;22684;"Undirected";8
4576;24696;"Undirected";9
19522;29964;"Undirected";5
36344;22684;"Undirected";4
17962;2776;"Undirected";1
23786;644;"Undirected";1
31999;32964;"Undirected";3
29279;29964;"Undirected";6
29718;3192;"Undirected";15
1618;22606;"Undirected";2
35677;13364;"Undirected";2
16604;13947;"Undirected";1
18759;29010;"Undirected";8
17399;32895;"Undirected";6
23477;29539;"Undirected";17
36010;25971;"Undirected";1
8783;28618;"Undirected";1
32896;28978;"Undirected";2
32355;4418;"Undirected";6
21350;18677;"Undirected";4
5145;3192;"Undirected";1
16012;34695;"Undirected";2
28087;11264;"Undirected";1
30201;3058;"Undirected";1
31050;29964;"Undirected";1
12825;37312;"Undirected";1
17399;2154;"Undirected";1
7012;572;"Undirected";1
13933;29738;"Undirected";1
27912;9497;"Undirected";2
37312;10808;"Undirected";2
36353;29964;"Undirected";4
21651;11675;"Undirected";3
17621;13665;"Undirected";3
15475;8221;"Undirected";1
18578;36463;"Undirected";4
21135;35677;"Undirected";1
1295;31918;"Undirected";1
13424;7984;"Undirected";4
32289;35773;"Undirected";4
29279;21784;"Undirected";1
25796;28217;"Undirected";1
21350;36383;"Undirected";1
36353;32502;"Undirected";1
31165;19785;"Undirected";4
32140;690;"Undirected";6
35826;29332;"Undirected";2
26728;29738;"Undirected";1
21577;29205;"Undirected";6
1448;1490;"Undirected";10
3199;11559;"Undirected";8
32964;19523;"Undirected";1
17861;1800;"Undirected";3
29946;13238;"Undirected";1
23297;17621;"Undirected";7
35374;32964;"Undirected";1
33207;9228;"Undirected";17
23492;2193;"Undirected";3
24618;32895;"Undirected";4
24806;21463;"Undirected";1
14127;28852;"Undirected";1
1800;23418;"Undirected";1
11559;22684;"Undirected";30
36710;9927;"Undirected";3
26072;12679;"Undirected";1
32690;17054;"Undirected";3
26941;8783;"Undirected";1
36710;35745;"Undirected";14
2274;26420;"Undirected";7
1571;30504;"Undirected";1
12288;24006;"Undirected";1
8339;16265;"Undirected";1
14831;35372;"Undirected";2
14887;30528;"Undirected";2
37520;10179;"Undirected";2
17596;29465;"Undirected";1
26752;21535;"Undirected";3
13465;32896;"Undirected";2
1979;21380;"Undirected";1
21651;23786;"Undirected";2
10799;18070;"Undirected";1
24676;33886;"Undirected";1
6679;23216;"Undirected";1
26941;3499;"Undirected";3
32562;18759;"Undirected";4
4303;3077;"Undirected";1
3089;28618;"Undirected";1
11179;29010;"Undirected";5
2154;21129;"Undirected";1
12679;15067;"Undirected";1
29279;28291;"Undirected";1
14621;21535;"Undirected";8
24026;7674;"Undirected";2
4303;11821;"Undirected";1
23999;34969;"Undirected";1
1498;17030;"Undirected";1
31759;120;"Undirected";1
21971;6041;"Undirected";1
36124;11490;"Undirected";2
35058;35745;"Undirected";1
28087;15067;"Undirected";1
363;17621;"Undirected";1
4943;13668;"Undirected";1
29164;24676;"Undirected";1
572;24007;"Undirected";1
1979;10808;"Undirected";3
926;37324;"Undirected";1
30469;17668;"Undirected";4
35826;9863;"Undirected";2
17861;32493;"Undirected";12
23297;3410;"Undirected";3
14008;1498;"Undirected";2
1347;13947;"Undirected";1
23216;20477;"Undirected";3
8855;33886;"Undirected";5
37000;25972;"Undirected";1
36710;6929;"Undirected";3
20266;37510;"Undirected";1
8785;4298;"Undirected";1
32140;25796;"Undirected";8
36271;2643;"Undirected";1
1743;33247;"Undirected";2
10011;31761;"Undirected";1
2274;35580;"Undirected";1
14095;21735;"Undirected";3
14095;18070;"Undirected";2
28300;32026;"Undirected";1
16973;22303;"Undirected";4
25633;9497;"Undirected";1
35745;10808;"Undirected";9
28030;12256;"Undirected";4
37064;3192;"Undirected";4
30573;22445;"Undirected";2
21577;3192;"Undirected";5
35677;30469;"Undirected";1
26232;21825;"Undirected";3
23361;22334;"Undirected";1
25028;22528;"Undirected";1
22894;21614;"Undirected";6
21857;22528;"Undirected";3
29350;21535;"Undirected";1
7516;3192;"Undirected";1
8785;1145;"Undirected";1
21135;28958;"Undirected";2
36621;9825;"Undirected";11
16673;37000;"Undirected";2
1258;3512;"Undirected";1
15475;1145;"Undirected";11
26857;10808;"Undirected";7
36776;2959;"Undirected";2
16924;36045;"Undirected";6
18391;4189;"Undirected";1
27012;24774;"Undirected";1
9228;29718;"Undirected";8
21849;29205;"Undirected";1
21857;30648;"Undirected";1
23450;3089;"Undirected";1
12091;26126;"Undirected";1
3499;8783;"Undirected";5
37368;15999;"Undirected";5
16673;13665;"Undirected";3
17212;18677;"Undirected";2
30648;5616;"Undirected";5
24098;32895;"Undirected";6
32355;13912;"Undirected";1
33523;37312;"Undirected";1
20294;6509;"Undirected";3
4965;25633;"Undirected";2
481;21350;"Undirected";1
3499;5049;"Undirected";3
11559;35317;"Undirected";1
16673;17621;"Undirected";1
2274;21971;"Undirected";1
4249;6958;"Undirected";6
33900;17454;"Undirected";5
36507;26742;"Undirected";2
36785;19272;"Undirected";2
26232;3055;"Undirected";3
11672;589;"Undirected";1
1424;11672;"Undirected";1
21784;644;"Undirected";1
29423;5251;"Undirected";3
18070;1240;"Undirected";1
14097;36463;"Undirected";2
32544;30788;"Undirected";5
32355;22311;"Undirected";1
15565;29964;"Undirected";18
19705;5969;"Undirected";2
25971;28191;"Undirected";1
4926;29205;"Undirected";1
1490;8630;"Undirected";1
2077;35773;"Undirected";2
3758;36536;"Undirected";1
15999;1240;"Undirected";2
17962;28751;"Undirected";6
3796;21871;"Undirected";12
9651;31043;"Undirected";6
34819;17668;"Undirected";10
17212;22303;"Undirected";3
21971;22606;"Undirected";2
35372;4293;"Undirected";1
13465;17962;"Undirected";9
36124;3410;"Undirected";1
908;1448;"Undirected";3
8215;10838;"Undirected";1
36463;22302;"Undirected";1
19785;1680;"Undirected";6
16673;23297;"Undirected";1
22311;11980;"Undirected";1
34057;4369;"Undirected";1
267;33900;"Undirected";4
15742;5504;"Undirected";1
18325;17668;"Undirected";3
8339;1145;"Undirected";1
29205;36785;"Undirected";4
6270;21825;"Undirected";1
32140;20343;"Undirected";1
25633;1883;"Undirected";1
15475;120;"Undirected";2
24324;31495;"Undirected";1
9420;28618;"Undirected";1
21971;32289;"Undirected";7
31737;30138;"Undirected";1
23216;28217;"Undirected";1
13818;22606;"Undirected";2
35745;22311;"Undirected";1
31999;8783;"Undirected";7
32289;19219;"Undirected";1
25575;5049;"Undirected";1
3055;36852;"Undirected";1
21350;3758;"Undirected";8
19736;10456;"Undirected";2
36212;14008;"Undirected";9
4937;1534;"Undirected";1
9927;9757;"Undirected";1
27013;4909;"Undirected";1
9927;27419;"Undirected";2
20294;25715;"Undirected";5
10179;13940;"Undirected";4
14112;26072;"Undirected";1
7757;36852;"Undirected";1
26933;29895;"Undirected";1
36710;16426;"Undirected";2
30714;9651;"Undirected";2
8458;25972;"Undirected";2
24952;7984;"Undirected";1
13947;7481;"Undirected";2
4965;1490;"Undirected";1
22528;29964;"Undirected";9
29129;8630;"Undirected";2
13424;34875;"Undirected";3
572;20343;"Undirected";1
24690;21380;"Undirected";1
26194;33886;"Undirected";5
21350;24860;"Undirected";8
10262;2959;"Undirected";1
30610;644;"Undirected";1
11150;16924;"Undirected";1
9757;4189;"Undirected";2
20668;35231;"Undirected";3
37000;22606;"Undirected";1
36353;28293;"Undirected";2
17547;32690;"Undirected";1
9242;30469;"Undirected";1
36163;9651;"Undirected";1
8630;4046;"Undirected";1
1800;26933;"Undirected";3
27912;35773;"Undirected";1
26857;33886;"Undirected";2
27419;7516;"Undirected";1
4249;7578;"Undirected";4
29946;9736;"Undirected";3
8630;26651;"Undirected";3
30504;11490;"Undirected";1
1282;33900;"Undirected";1
35787;249;"Undirected";3
14112;13266;"Undirected";2
25067;23216;"Undirected";1
8391;36785;"Undirected";4
30504;3192;"Undirected";2
21380;17454;"Undirected";1
31105;35231;"Undirected";1
11933;3758;"Undirected";3
12288;20427;"Undirected";1
30613;24965;"Undirected";1
6326;29463;"Undirected";1
26194;13947;"Undirected";2
21614;36463;"Undirected";3
10528;26651;"Undirected";4
30416;3758;"Undirected";6
7523;2364;"Undirected";1
22684;32026;"Undirected";3
18677;13665;"Undirected";1
29129;13293;"Undirected";2
24007;7516;"Undirected";1
24006;16008;"Undirected";4
36710;16673;"Undirected";2
36212;35745;"Undirected";18
23297;26728;"Undirected";5
37064;10838;"Undirected";3
22684;7832;"Undirected";5
2364;16008;"Undirected";1
3410;7984;"Undirected";5
19523;22694;"Undirected";3
19685;29423;"Undirected";1
15640;14127;"Undirected";1
26728;29205;"Undirected";7
17962;37497;"Undirected";2
24026;28751;"Undirected";1
1979;13947;"Undirected";9
37497;28852;"Undirected";1
21463;29052;"Undirected";4
21857;5969;"Undirected";2
7623;22303;"Undirected";1
13715;20668;"Undirected";1
36621;13364;"Undirected";4
36165;28475;"Undirected";5
13424;31185;"Undirected";8
36344;14251;"Undirected";2
21577;36621;"Undirected";2
19523;34544;"Undirected";2
13124;13709;"Undirected";2
36353;30443;"Undirected";1
8458;18904;"Undirected";3
17547;32514;"Undirected";5
22334;18684;"Undirected";1
21871;19705;"Undirected";1
3758;3499;"Undirected";3
26857;7832;"Undirected";2
4576;28852;"Undirected";1
13293;31999;"Undirected";3
1282;32026;"Undirected";4
27012;249;"Undirected";6
7674;31043;"Undirected";5
32502;19760;"Undirected";1
7700;26072;"Undirected";2
28030;18070;"Undirected";4
37520;27890;"Undirected";2
20427;4838;"Undirected";4
32690;16008;"Undirected";9
25067;11986;"Undirected";1
24324;16544;"Undirected";2
19419;4369;"Undirected";1
7984;30138;"Undirected";7
37142;22302;"Undirected";1
30610;12119;"Undirected";1
19522;30810;"Undirected";6
32188;9420;"Undirected";1
4909;30057;"Undirected";2
33361;13665;"Undirected";1
27912;35826;"Undirected";1
24007;1240;"Undirected";1
31841;4838;"Undirected";1
14831;26140;"Undirected";6
6958;22445;"Undirected";1
1800;5616;"Undirected";10
11638;2922;"Undirected";1
37520;3410;"Undirected";3
26754;11490;"Undirected";4
24618;20668;"Undirected";2
23477;4937;"Undirected";7
5610;35428;"Undirected";3
10011;4838;"Undirected";1
36710;23450;"Undirected";1
7674;13266;"Undirected";2
36383;31043;"Undirected";1
24965;432;"Undirected";1
9927;8449;"Undirected";2
36776;30443;"Undirected";2
35231;31918;"Undirected";1
120;22694;"Undirected";1
23297;35745;"Undirected";14
32188;20266;"Undirected";1
9242;8258;"Undirected";1
13665;28120;"Undirected";1
18763;15999;"Undirected";1
18325;24007;"Undirected";1
6929;10808;"Undirected";2
16924;13266;"Undirected";1
14176;14251;"Undirected";2
1448;8449;"Undirected";3
17547;29920;"Undirected";1
14831;8215;"Undirected";2
32964;8630;"Undirected";2
13465;32514;"Undirected";5
16924;36353;"Undirected";1
14831;32585;"Undirected";3
21644;24860;"Undirected";1
14722;27134;"Undirected";4
9927;19886;"Undirected";1
18684;9825;"Undirected";1
2776;24806;"Undirected";2
23999;16996;"Undirected";1
31924;17418;"Undirected";4
37346;2193;"Undirected";3
21577;26754;"Undirected";1
3085;26194;"Undirected";1
20294;3512;"Undirected";2
30504;11986;"Undirected";1
30057;22783;"Undirected";1
33482;10780;"Undirected";2
24324;9825;"Undirected";6
33744;30443;"Undirected";3
4046;26072;"Undirected";1
23700;2776;"Undirected";1
36344;26742;"Undirected";2
26420;23623;"Undirected";1
2274;14349;"Undirected";2
5610;15475;"Undirected";8
9786;30788;"Undirected";2
23297;4369;"Undirected";15
24026;9420;"Undirected";1
19685;26420;"Undirected";2
19812;21535;"Undirected";1
22303;23786;"Undirected";1
28087;8339;"Undirected";1
28740;16973;"Undirected";2
29423;9603;"Undirected";1
28087;33900;"Undirected";5
30258;31633;"Undirected";4
1490;21463;"Undirected";1
3192;16008;"Undirected";10
7523;13364;"Undirected";2
32544;4576;"Undirected";3
36776;29920;"Undirected";8
14349;7984;"Undirected";11
14251;11322;"Undirected";2
14307;34544;"Undirected";1
9603;5499;"Undirected";1
36710;13293;"Undirected";3
2193;7481;"Undirected";2
13668;23216;"Undirected";1
32502;30469;"Undirected";5
7757;36463;"Undirected";4
7674;9825;"Undirected";4
23658;14327;"Undirected";1
28124;35745;"Undirected";11
6595;7238;"Undirected";1
32585;8221;"Undirected";1
10808;34875;"Undirected";7
30610;24007;"Undirected";1
26549;13947;"Undirected";3
34819;13947;"Undirected";8
2474;1258;"Undirected";1
36621;24082;"Undirected";3
24523;17925;"Undirected";1
24324;34875;"Undirected";8
31924;35146;"Undirected";2
23216;27038;"Undirected";4
24952;34819;"Undirected";1
13818;36045;"Undirected";26
21380;740;"Undirected";2
11473;26933;"Undirected";1
11672;9420;"Undirected";1
35580;1145;"Undirected";1
7908;13947;"Undirected";7
19219;29010;"Undirected";30
8339;4937;"Undirected";1
35745;37312;"Undirected";8
8783;24006;"Undirected";1
9093;26232;"Undirected";2
36710;33247;"Undirected";10
22894;11821;"Undirected";1
35354;35745;"Undirected";2
26549;1534;"Undirected";1
6412;874;"Undirected";1
37497;20477;"Undirected";8
1349;33900;"Undirected";1
13266;7730;"Undirected";1
24774;32895;"Undirected";2
7578;26742;"Undirected";1
30416;21535;"Undirected";7
32355;9497;"Undirected";1
13967;740;"Undirected";2
26895;13364;"Undirected";3
572;28030;"Undirected";3
16973;13124;"Undirected";2
13897;32514;"Undirected";1
36165;9825;"Undirected";2
29718;22606;"Undirected";5
3058;36045;"Undirected";1
11526;20266;"Undirected";6
23999;22303;"Undirected";1
17399;33523;"Undirected";1
5697;33207;"Undirected";3
25796;32562;"Undirected";6
9927;33247;"Undirected";1
31185;35826;"Undirected";2
36165;1145;"Undirected";1
23700;10925;"Undirected";1
16924;29513;"Undirected";1
28217;23163;"Undirected";1
11638;14531;"Undirected";2
