"Source";"Target";"Type";"Weight"
25971;9825;"Undirected";4
36507;17668;"Undirected";3
36710;16544;"Undirected";2
5504;23623;"Undirected";4
30469;4369;"Undirected";5
16012;30528;"Undirected";4
1571;1680;"Undirected";1
33388;33900;"Undirected";3
33482;28751;"Undirected";2
22528;28958;"Undirected";2
26232;21380;"Undirected";1
36536;29721;"Undirected";1
3796;29889;"Undirected";5
23450;4418;"Undirected";3
14349;3499;"Undirected";1
33523;8339;"Undirected";3
28475;27038;"Undirected";1
36212;10528;"Undirected";7
15912;7523;"Undirected";1
35428;24324;"Undirected";3
26549;11675;"Undirected";2
36710;11150;"Undirected";1
9786;36785;"Undirected";2
10262;4418;"Undirected";3
26752;22303;"Undirected";2
908;3192;"Undirected";5
32289;3542;"Undirected";2
27012;25633;"Undirected";1
874;20733;"Undirected";3
14112;13665;"Undirected";8
19685;36710;"Undirected";2
30201;16008;"Undirected";6
13668;13364;"Undirected";1
24523;9825;"Undirected";2
27419;10011;"Undirected";14
10799;34959;"Undirected";2
13293;14725;"Undirected";1
29164;29718;"Undirected";3
16924;37346;"Undirected";2
8339;34819;"Undirected";4
12295;5616;"Undirected";2
9863;31841;"Undirected";1
16265;3499;"Undirected";2
32544;25715;"Undirected";4
7674;21614;"Undirected";4
36271;29010;"Undirected";4
1282;31043;"Undirected";3
17418;4909;"Undirected";1
14095;18578;"Undirected";1
16924;29539;"Undirected";5
37497;31633;"Undirected";1
37142;1498;"Undirected";2
2580;28124;"Undirected";2
13424;25715;"Undirected";7
17925;9228;"Undirected";1
10780;7984;"Undirected";3
28291;22694;"Undirected";1
33482;1490;"Undirected";1
20477;29738;"Undirected";1
30610;2643;"Undirected";1
9130;22963;"Undirected";1
28087;35745;"Undirected";4
26232;26857;"Undirected";17
3077;11672;"Undirected";3
19736;249;"Undirected";2
20733;29010;"Undirected";10
31165;7516;"Undirected";1
11526;13665;"Undirected";3
26933;32964;"Undirected";1
21577;14757;"Undirected";1
1295;16673;"Undirected";1
36344;13238;"Undirected";1
16924;30528;"Undirected";6
33886;34819;"Undirected";4
22963;7481;"Undirected";1
23216;5734;"Undirected";1
21350;5499;"Undirected";1
15775;28852;"Undirected";2
21849;21129;"Undirected";1
26140;23216;"Undirected";6
25321;24952;"Undirected";1
23216;28978;"Undirected";1
11559;31841;"Undirected";7
32289;27012;"Undirected";5
13665;11490;"Undirected";7
13372;7984;"Undirected";1
1809;33900;"Undirected";1
3077;25193;"Undirected";6
11672;32964;"Undirected";3
19685;31043;"Undirected";1
4943;9736;"Undirected";1
5734;13473;"Undirected";4
16544;432;"Undirected";1
28124;25971;"Undirected";3
14327;17418;"Undirected";1
34969;7078;"Undirected";2
30788;9825;"Undirected";1
37346;8391;"Undirected";2
5504;35745;"Undirected";12
28030;7984;"Undirected";2
28293;6633;"Undirected";2
17399;2274;"Undirected";1
22302;3512;"Undirected";1
22311;34523;"Undirected";1
13465;1347;"Undirected";1
26728;13709;"Undirected";3
6437;30258;"Undirected";2
1800;23163;"Undirected";9
21135;562;"Undirected";1
35146;20343;"Undirected";4
18391;13124;"Undirected";3
34875;22302;"Undirected";1
29946;3796;"Undirected";3
9130;21463;"Undirected";4
21971;10030;"Undirected";1
9093;13372;"Undirected";1
33388;5961;"Undirected";8
31760;22528;"Undirected";6
18684;32514;"Undirected";1
12288;19028;"Undirected";1
1571;14349;"Undirected";1
35146;26694;"Undirected";1
11914;614;"Undirected";1
14095;33247;"Undirected";1
36621;34544;"Undirected";5
30443;13940;"Undirected";2
1800;4965;"Undirected";2
10539;13905;"Undirected";2
32140;10179;"Undirected";1
3077;13364;"Undirected";7
11264;267;"Undirected";1
36163;29861;"Undirected";1
29129;16544;"Undirected";1
1979;31869;"Undirected";1
9927;37000;"Undirected";1
10011;7422;"Undirected";5
14531;19705;"Undirected";1
14831;22445;"Undirected";3
9927;19219;"Undirected";3
30697;32690;"Undirected";4
14176;5961;"Undirected";1
25398;15565;"Undirected";3
28475;28978;"Undirected";2
14194;22694;"Undirected";3
36710;29738;"Undirected";1
13408;4943;"Undirected";2
26232;21651;"Undirected";3
29279;4937;"Undirected";4
3796;10179;"Undirected";1
1258;11986;"Undirected";1
17621;11179;"Undirected";2
37518;22694;"Undirected";1
9736;9863;"Undirected";2
25971;7991;"Undirected";1
16973;8855;"Undirected";1
2221;12659;"Undirected";10
22894;12295;"Undirected";2
17861;9220;"Undirected";2
32895;10808;"Undirected";3
14327;9130;"Undirected";1
16012;7176;"Undirected";1
31185;34969;"Undirected";1
740;11821;"Undirected";2
30697;36852;"Undirected";2
32140;28291;"Undirected";1
1618;2193;"Undirected";1
19736;34795;"Undirected";1
7674;23216;"Undirected";2
6958;35643;"Undirected";1
24796;9497;"Undirected";2
26232;21463;"Undirected";10
21735;4838;"Undirected";1
21350;30138;"Undirected";10
29279;12922;"Undirected";4
26140;18759;"Undirected";1
26728;32026;"Undirected";9
11675;35787;"Undirected";2
6679;20343;"Undirected";1
19028;4293;"Undirected";2
17925;36344;"Undirected";2
26752;34544;"Undirected";3
36165;28618;"Undirected";2
1498;30138;"Undirected";9
6412;9651;"Undirected";9
29539;8339;"Undirected";3
14831;22684;"Undirected";4
1809;10808;"Undirected";1
3077;29513;"Undirected";2
30788;22528;"Undirected";6
21530;26895;"Undirected";4
11914;13424;"Undirected";2
4597;11490;"Undirected";1
614;36344;"Undirected";2
24249;20294;"Undirected";1
929;22684;"Undirected";3
9786;1240;"Undirected";1
9228;18621;"Undirected";1
26728;30182;"Undirected";1
1490;562;"Undirected";1
23477;34959;"Undirected";3
37324;5969;"Undirected";8
19219;5504;"Undirected";9
4909;2922;"Undirected";1
24952;16996;"Undirected";1
29658;1534;"Undirected";5
35826;19785;"Undirected";2
36710;24082;"Undirected";3
16924;19419;"Undirected";2
23450;9863;"Undirected";1
30573;6509;"Undirected";1
29946;31633;"Undirected";1
14176;13979;"Undirected";1
11264;19760;"Undirected";1
11150;19219;"Undirected";1
19886;33886;"Undirected";2
33247;36271;"Undirected";1
36212;27134;"Undirected";6
29718;28978;"Undirected";7
17418;7832;"Undirected";1
36710;22694;"Undirected";12
21350;25363;"Undirected";1
14176;13665;"Undirected";1
28740;21735;"Undirected";3
15640;36852;"Undirected";6
26671;21148;"Undirected";1
14176;22694;"Undirected";5
34791;2776;"Undirected";1
31924;24006;"Undirected";3
37142;32562;"Undirected";1
21546;17054;"Undirected";4
26100;363;"Undirected";1
26742;2922;"Undirected";1
22894;25972;"Undirected";1
19736;10539;"Undirected";1
6437;37346;"Undirected";3
15475;10808;"Undirected";7
28394;5504;"Undirected";1
6679;23418;"Undirected";3
21651;33886;"Undirected";4
3758;9825;"Undirected";2
4965;29920;"Undirected";2
23297;4576;"Undirected";1
28124;15775;"Undirected";3
22857;30057;"Undirected";1
22334;26140;"Undirected";3
21857;19886;"Undirected";1
29658;19272;"Undirected";6
20668;31869;"Undirected";2
8630;5499;"Undirected";1
24618;28124;"Undirected";1
31043;2364;"Undirected";1
7422;26694;"Undirected";1
1571;30798;"Undirected";3
29539;7984;"Undirected";6
22894;26895;"Undirected";6
23999;33482;"Undirected";2
17184;28124;"Undirected";1
37497;1809;"Undirected";1
6679;14327;"Undirected";1
13668;29895;"Undirected";2
14095;10262;"Undirected";1
5610;12922;"Undirected";1
29205;1991;"Undirected";2
9651;28293;"Undirected";4
36165;614;"Undirected";1
25249;32896;"Undirected";1
23658;13424;"Undirected";6
23658;11179;"Undirected";1
3055;14251;"Undirected";1
25796;8449;"Undirected";3
28475;28618;"Undirected";2
6326;19522;"Undirected";2
14194;22302;"Undirected";1
30002;18904;"Undirected";1
3089;15565;"Undirected";1
13715;35787;"Undirected";1
5610;16426;"Undirected";1
13408;2193;"Undirected";1
9786;36045;"Undirected";5
19219;17596;"Undirected";4
17054;27038;"Undirected";1
19419;22694;"Undirected";3
19272;7481;"Undirected";4
22894;21644;"Undirected";2
5610;24696;"Undirected";3
26728;9651;"Undirected";17
23297;12659;"Undirected";2
30616;34875;"Undirected";4
5794;19419;"Undirected";1
22760;37290;"Undirected";1
8785;21535;"Undirected";9
21971;16973;"Undirected";1
12326;1349;"Undirected";1
25366;33900;"Undirected";2
11559;23163;"Undirected";7
2776;22302;"Undirected";3
11980;31841;"Undirected";1
5616;5049;"Undirected";2
28217;5499;"Undirected";1
34819;32026;"Undirected";3
23999;32493;"Undirected";1
12825;31869;"Undirected";1
1490;18070;"Undirected";2
8258;1490;"Undirected";4
29423;26857;"Undirected";4
874;37312;"Undirected";1
28087;21129;"Undirected";1
26754;9603;"Undirected";1
7173;18578;"Undirected";1
22346;4639;"Undirected";1
35146;1680;"Undirected";1
18677;4293;"Undirected";1
32493;22684;"Undirected";6
32493;18759;"Undirected";3
34695;24696;"Undirected";6
16012;24965;"Undirected";1
26194;36010;"Undirected";2
13912;29502;"Undirected";2
25971;9420;"Undirected";2
740;13947;"Undirected";1
24523;16008;"Undirected";4
32585;10711;"Undirected";1
13465;31495;"Undirected";6
9647;2154;"Undirected";2
14831;1618;"Undirected";3
33247;28191;"Undirected";6
28120;16008;"Undirected";2
3199;34544;"Undirected";1
10011;28751;"Undirected";1
9786;28120;"Undirected";1
926;1448;"Undirected";3
35826;7578;"Undirected";1
631;11322;"Undirected";1
28751;28852;"Undirected";2
26232;21535;"Undirected";23
2474;14621;"Undirected";2
30229;18578;"Undirected";1
15712;13940;"Undirected";1
20122;27134;"Undirected";2
9130;27162;"Undirected";1
21651;26933;"Undirected";2
14621;37518;"Undirected";1
36785;31043;"Undirected";5
22894;37290;"Undirected";1
3499;3512;"Undirected";3
13465;14725;"Undirected";2
16540;28978;"Undirected";3
35580;3758;"Undirected";3
34523;16008;"Undirected";1
33886;13905;"Undirected";1
30648;11322;"Undirected";2
33247;2643;"Undirected";2
3796;12091;"Undirected";1
26941;2959;"Undirected";1
19685;24696;"Undirected";1
29423;31918;"Undirected";1
36776;740;"Undirected";6
20122;35745;"Undirected";2
2154;21463;"Undirected";2
37142;943;"Undirected";1
17925;23450;"Undirected";1
9927;22684;"Undirected";4
27912;24304;"Undirected";1
35372;8221;"Undirected";1
32895;31043;"Undirected";6
24696;12922;"Undirected";1
26933;24178;"Undirected";1
13266;11738;"Undirected";1
7012;11821;"Undirected";1
22894;8339;"Undirected";4
6437;10456;"Undirected";1
27419;36463;"Undirected";6
16540;17762;"Undirected";1
21651;16008;"Undirected";9
30528;9228;"Undirected";5
1221;19419;"Undirected";1
4943;30616;"Undirected";1
29920;9651;"Undirected";2
31185;27159;"Undirected";1
23492;13709;"Undirected";1
24523;21535;"Undirected";3
5610;36621;"Undirected";8
24324;28751;"Undirected";3
9093;7908;"Undirected";2
35942;30613;"Undirected";4
9242;24178;"Undirected";1
16008;644;"Undirected";2
11559;30057;"Undirected";3
37064;19522;"Undirected";7
2474;34969;"Undirected";1
35580;14251;"Undirected";1
2274;28740;"Undirected";2
15912;22684;"Undirected";1
32493;24856;"Undirected";1
21577;21380;"Undirected";8
1571;36507;"Undirected";6
30469;29658;"Undirected";3
24098;34819;"Undirected";2
16924;1240;"Undirected";1
9130;15067;"Undirected";1
36621;16426;"Undirected";1
22445;29010;"Undirected";5
31999;19522;"Undirected";4
13709;18578;"Undirected";3
29129;11638;"Undirected";1
4298;20477;"Undirected";2
14327;24007;"Undirected";1
11150;22894;"Undirected";1
14112;29052;"Undirected";6
24304;34819;"Undirected";1
31185;30613;"Undirected";4
32502;30798;"Undirected";1
32544;13933;"Undirected";2
36785;28618;"Undirected";4
11914;13465;"Undirected";2
23361;30416;"Undirected";1
9242;26742;"Undirected";1
2474;6509;"Undirected";1
10904;34819;"Undirected";1
22303;32514;"Undirected";4
4369;21463;"Undirected";3
24324;25641;"Undirected";1
13818;26933;"Undirected";5
31943;7238;"Undirected";4
24007;35372;"Undirected";1
27419;13266;"Undirected";2
21871;17762;"Undirected";2
14621;15999;"Undirected";2
19736;36045;"Undirected";4
17962;23297;"Undirected";1
13408;4576;"Undirected";2
28300;21784;"Undirected";3
32562;37368;"Undirected";5
32289;22344;"Undirected";1
30810;34875;"Undirected";4
1979;21577;"Undirected";3
908;4838;"Undirected";2
37346;36045;"Undirected";5
4249;2364;"Undirected";1
26671;26895;"Undirected";1
10799;9736;"Undirected";1
32289;7516;"Undirected";2
7422;32964;"Undirected";1
19685;3077;"Undirected";3
34791;18070;"Undirected";1
27012;32985;"Undirected";1
8785;27134;"Undirected";1
36212;1680;"Undirected";6
13979;33900;"Undirected";4
5697;35942;"Undirected";1
18684;3499;"Undirected";1
2776;15475;"Undirected";1
15565;27832;"Undirected";7
6437;33886;"Undirected";6
33886;13238;"Undirected";1
35787;28852;"Undirected";2
21644;36536;"Undirected";1
21651;32026;"Undirected";2
31050;23786;"Undirected";1
35372;2364;"Undirected";1
3410;19736;"Undirected";1
19785;3192;"Undirected";3
26420;35354;"Undirected";4
19685;32985;"Undirected";3
21148;25971;"Undirected";1
3542;5030;"Undirected";1
16012;32493;"Undirected";4
31185;4838;"Undirected";1
21135;36536;"Undirected";2
9420;24860;"Undirected";3
25321;24696;"Undirected";5
19785;15640;"Undirected";3
4943;31943;"Undirected";2
25028;30613;"Undirected";1
30443;20477;"Undirected";7
9651;29964;"Undirected";8
32188;27012;"Undirected";1
6412;30416;"Undirected";6
36776;36212;"Undirected";5
36621;20427;"Undirected";5
32895;36463;"Undirected";17
25249;37000;"Undirected";1
31924;5734;"Undirected";1
690;9647;"Undirected";1
31918;29052;"Undirected";2
25321;35773;"Undirected";2
29279;27012;"Undirected";2
33207;11179;"Undirected";2
23492;9647;"Undirected";3
32355;24649;"Undirected";1
24324;24856;"Undirected";1
28087;9228;"Undirected";3
4249;5794;"Undirected";12
26728;874;"Undirected";1
32289;8783;"Undirected";5
13465;267;"Undirected";3
23113;26857;"Undirected";10
23477;9130;"Undirected";10
11559;17454;"Undirected";6
28978;7578;"Undirected";1
2221;4293;"Undirected";5
25398;27012;"Undirected";2
33247;34959;"Undirected";3
23477;11526;"Undirected";11
24026;690;"Undirected";1
4046;2364;"Undirected";1
20206;29658;"Undirected";2
13293;27832;"Undirected";3
36776;29718;"Undirected";10
27159;18677;"Undirected";1
35826;33361;"Undirected";1
21825;36536;"Undirected";2
24249;33247;"Undirected";1
14307;13979;"Undirected";1
36621;24324;"Undirected";5
36621;6509;"Undirected";2
11670;12679;"Undirected";1
3512;25641;"Undirected";1
12288;11322;"Undirected";1
36507;29861;"Undirected";1
21350;11490;"Undirected";4
36396;14176;"Undirected";2
25820;7523;"Undirected";1
28124;36852;"Undirected";2
23477;28751;"Undirected";9
23477;24324;"Undirected";39
37064;1448;"Undirected";4
33361;30057;"Undirected";1
2474;7984;"Undirected";3
36785;29010;"Undirected";9
36852;29895;"Undirected";1
23477;17418;"Undirected";9
4965;33247;"Undirected";1
30504;23623;"Undirected";1
10011;32964;"Undirected";8
18684;27134;"Undirected";1
5030;30469;"Undirected";1
33247;13912;"Undirected";3
1145;29658;"Undirected";3
24304;1258;"Undirected";1
7516;26694;"Undirected";1
12288;21463;"Undirected";1
24796;34875;"Undirected";1
1618;1282;"Undirected";1
9825;5499;"Undirected";2
29423;32493;"Undirected";1
2077;18070;"Undirected";4
32355;31841;"Undirected";1
35826;3421;"Undirected";1
30613;10287;"Undirected";2
33744;35580;"Undirected";2
29279;4306;"Undirected";1
18325;33247;"Undirected";3
6958;22606;"Undirected";5
22684;33886;"Undirected";8
20668;30573;"Undirected";1
4306;14112;"Undirected";1
29423;6820;"Undirected";2
19736;29861;"Undirected";1
34544;22606;"Undirected";2
11914;5734;"Undirected";1
31185;6326;"Undirected";1
6270;562;"Undirected";1
249;644;"Undirected";1
33388;30138;"Undirected";4
31043;29052;"Undirected";1
5734;19272;"Undirected";3
7078;20668;"Undirected";2
6412;26072;"Undirected";1
614;21979;"Undirected";1
32896;24082;"Undirected";1
32896;11638;"Undirected";3
11473;24696;"Undirected";1
13293;9736;"Undirected";1
11933;7674;"Undirected";2
908;23999;"Undirected";1
1979;5734;"Undirected";3
37064;14887;"Undirected";1
22963;31918;"Undirected";1
19685;6929;"Undirected";2
11738;562;"Undirected";1
9093;25249;"Undirected";1
8215;36383;"Undirected";3
4597;36463;"Undirected";2
26549;13473;"Undirected";1
23477;14127;"Undirected";5
37324;30810;"Undirected";1
13465;26742;"Undirected";5
23297;15997;"Undirected";2
35428;11672;"Undirected";5
32140;13124;"Undirected";1
4303;28291;"Undirected";1
15475;36536;"Undirected";1
3796;33482;"Undirected";2
32690;21463;"Undirected";4
4965;14176;"Undirected";1
24523;7730;"Undirected";1
27012;37518;"Undirected";1
9130;17621;"Undirected";2
26728;27890;"Undirected";2
29423;20477;"Undirected";5
29920;36507;"Undirected";1
26140;8221;"Undirected";3
3421;8630;"Undirected";2
13818;943;"Undirected";1
19812;11926;"Undirected";1
17418;13947;"Undirected";4
9786;29533;"Undirected";1
29513;25971;"Undirected";1
24649;30697;"Undirected";2
9786;11473;"Undirected";1
30504;32493;"Undirected";1
37520;1680;"Undirected";4
11738;34875;"Undirected";3
5794;8223;"Undirected";1
20477;16876;"Undirected";2
5610;6509;"Undirected";1
18684;2959;"Undirected";1
34969;3077;"Undirected";3
31918;1680;"Undirected";1
25398;6437;"Undirected";3
926;28978;"Undirected";2
22334;29332;"Undirected";5
28978;32026;"Undirected";4
908;690;"Undirected";3
25796;18677;"Undirected";2
8855;25366;"Undirected";2
8258;7991;"Undirected";1
17054;644;"Undirected";1
24649;21849;"Undirected";2
8258;22606;"Undirected";1
1258;14127;"Undirected";1
22894;27134;"Undirected";2
31645;9242;"Undirected";1
33388;21849;"Undirected";1
3058;32562;"Undirected";1
9228;25366;"Undirected";1
11179;13979;"Undirected";1
32140;22334;"Undirected";10
26232;12659;"Undirected";1
21135;12988;"Undirected";1
4306;21784;"Undirected";1
874;31918;"Undirected";3
35865;7523;"Undirected";1
1145;1680;"Undirected";3
6437;3199;"Undirected";2
6437;15565;"Undirected";3
28087;22694;"Undirected";4
6103;22694;"Undirected";4
21849;6633;"Undirected";1
36785;12520;"Undirected";22
4926;35146;"Undirected";1
36621;3512;"Undirected";4
2776;11986;"Undirected";2
9242;26651;"Undirected";1
16008;11490;"Undirected";3
25321;30648;"Undirected";7
10378;13967;"Undirected";2
11473;30528;"Undirected";1
7516;17668;"Undirected";1
23658;29964;"Undirected";9
16604;36621;"Undirected";3
15475;7238;"Undirected";3
14722;26549;"Undirected";2
7757;25575;"Undirected";1
29718;17668;"Undirected";14
32514;28852;"Undirected";6
1221;21535;"Undirected";1
34969;10653;"Undirected";1
11672;35677;"Undirected";2
17621;12091;"Undirected";1
21871;12256;"Undirected";10
36212;24796;"Undirected";2
22760;3410;"Undirected";7
32585;30810;"Undirected";1
9130;34695;"Undirected";1
10528;29721;"Undirected";1
5616;1534;"Undirected";1
33482;11821;"Undirected";1
37142;37064;"Undirected";2
32896;5616;"Undirected";3
18391;35372;"Undirected";1
34868;33886;"Undirected";1
3542;28291;"Undirected";2
10262;12288;"Undirected";2
32514;22694;"Undirected";7
27103;13665;"Undirected";1
14251;22528;"Undirected";3
20206;7984;"Undirected";2
28751;29964;"Undirected";2
10030;33886;"Undirected";1
29920;29964;"Undirected";4
8855;11672;"Undirected";1
9242;22344;"Undirected";1
16540;929;"Undirected";1
32544;34695;"Undirected";3
2776;7984;"Undirected";4
6437;6103;"Undirected";2
